Time, Position (X), Position (Y), Position (Z), Orientation (X), Orientation (Y), Orientation (Z)
2.689586,0,-35.72232,1,0,1,0
2.695379,0,-35.72232,1,0,1,0
2.69964,0,-35.72232,1,0,1,0
2.706601,0,-36.25598,1,0,1,0
2.712172,0,-36.25598,1,0,1,0
2.716874,0,-36.25598,1,0,1,0
2.722067,0,-36.79357,1,0,1,0
2.728953,0,-36.79357,1,0,1,0
2.733991,0,-36.79357,1,0,1,0
2.737853,0,-36.79357,1,0,1,0
2.742173,0,-37.33508,1,0,1,0
2.747873,0,-37.33508,1,0,1,0
2.752383,0,-37.33508,1,0,1,0
2.756632,0,-37.33508,1,0,1,0
2.760172,0,-37.88052,1,0,1,0
2.765451,0,-37.88052,1,0,1,0
2.76958,0,-37.88052,1,0,1,0
2.776567,0,-37.88052,1,0,1,0
2.780556,0,-38.42987,1,0,1,0
2.785466,0,-38.42987,1,0,1,0
2.789188,0,-38.42987,1,0,1,0
2.793128,0,-38.42987,1,0,1,0
2.797064,0,-38.42987,1,0,1,0
2.80331,0,-38.98316,1,0,1,0
2.808597,0,-38.98316,1,0,1,0
2.812662,0,-38.98316,1,0,1,0
2.817119,0,-38.98316,1,0,1,0
2.820901,0,-39.54037,1,0,1,0
2.826174,0,-39.54037,1,0,1,0
2.832233,0,-39.54037,1,0,1,0
2.837876,0,-39.54037,1,0,1,0
2.844175,0,-40.1015,1,0,1,0
2.849753,0,-40.1015,1,0,1,0
2.854261,0,-40.1015,1,0,1,0
2.859046,0,-40.1015,1,0,1,0
2.865577,0,-40.66655,1,0,1,0
2.871593,0,-40.66655,1,0,1,0
2.876241,0,-40.66655,1,0,1,0
2.882097,0,-41.23553,1,0,1,0
2.888734,0,-41.23553,1,0,1,0
2.893729,0,-41.23553,1,0,1,0
2.898463,0,-41.23553,1,0,1,0
2.90304,0,-41.80844,1,0,1,0
2.909128,0,-41.80844,1,0,1,0
2.913165,0,-41.80844,1,0,1,0
2.917049,0,-41.80844,1,0,1,0
2.920766,0,-42.38527,1,0,1,0
2.926473,0,-42.38527,1,0,1,0
2.932408,0,-42.38527,1,0,1,0
2.937967,0,-42.38527,1,0,1,0
2.943915,0,-42.96602,1,0,1,0
2.951682,0,-42.96602,1,0,1,0
2.956998,0,-42.96602,1,0,1,0
2.960801,0,-43.55069,1,0,1,0
2.966442,0,-43.55069,1,0,1,0
2.971829,0,-43.55069,1,0,1,0
2.978064,0,-43.55069,1,0,1,0
2.989597,0,-44.13929,1,0,1,0
2.997008,0,-44.13929,1,0,1,0
3.003859,0,-44.73182,1,0,1,0
3.012036,0,-44.73182,1,0,1,0
3.017578,0,-44.73182,1,0,1,0
3.021885,0,-45.32826,1,0,1,0
3.028325,0,-45.32826,1,0,1,0
3.034544,0,-45.32826,1,0,1,0
3.039588,0,-45.32826,1,0,1,0
3.044609,0,-45.92863,1,0,1,0
3.050983,0,-45.92863,1,0,1,0
3.055268,0,-45.92863,1,0,1,0
3.059357,0,-45.92863,1,0,1,0
3.064052,0,-46.53293,1,0,1,0
3.069339,0,-46.53293,1,0,1,0
3.073915,0,-46.53293,1,0,1,0
