Time, Position (X), Position (Y), Position (Z), Orientation (X), Orientation (Y), Orientation (Z)
14.74294,-0.1126972,0.2644449,1.379391,0.5351263,0.7987615,-0.02053266
14.75702,-0.1136257,0.2585974,1.377514,0.5379511,0.7992746,-0.03238224
14.77108,-0.1143026,0.253923,1.376137,0.5422201,0.7973341,-0.03893298
14.78493,-0.1151986,0.2483534,1.374794,0.5436984,0.7979138,-0.04575475
14.79881,-0.1162254,0.2429985,1.373162,0.5458106,0.797426,-0.05355861
14.81188,-0.1172116,0.2374416,1.371817,0.548588,0.7965226,-0.0621803
14.82672,-0.1180776,0.231923,1.370363,0.5524581,0.7947258,-0.07050572
14.84129,-0.119021,0.2265026,1.369062,0.5554149,0.7934216,-0.07829346
14.8555,-0.1201122,0.2213534,1.367738,0.5567875,0.7930659,-0.08568081
14.86783,-0.1212837,0.2158622,1.366444,0.5557868,0.7939652,-0.09453665
14.88212,-0.1223635,0.2109089,1.365282,0.5564421,0.7936694,-0.100938
14.89637,-0.1233528,0.2049969,1.364317,0.558284,0.7929141,-0.1084742
14.91021,-0.124328,0.1994241,1.363158,0.5606021,0.7917109,-0.1168164
14.92414,-0.1253631,0.1939962,1.362229,0.56149,0.7914247,-0.124663
14.93793,-0.1269498,0.1881426,1.361198,0.5601062,0.7920277,-0.1364851
14.95129,-0.1281148,0.1831284,1.360377,0.5618497,0.7903798,-0.1433354
14.9659,-0.1291022,0.1777596,1.359751,0.5642887,0.7886932,-0.1484314
14.98067,-0.1306751,0.1723543,1.358816,0.563397,0.7886348,-0.1572269
14.99386,-0.1317887,0.1676657,1.357826,0.5633597,0.7878643,-0.1648667
15.00692,-0.1327645,0.1626523,1.35758,0.5642613,0.7872962,-0.1684473
15.02145,-0.1340714,0.1576403,1.35691,0.5641172,0.7868187,-0.1753902
15.03585,-0.1353735,0.1522793,1.356457,0.5637091,0.78626,-0.1840233
15.0499,-0.1364468,0.1473451,1.356113,0.5652978,0.7845944,-0.1899484
15.06366,-0.1376221,0.1423922,1.355812,0.566265,0.7835564,-0.1953676
15.07734,-0.1389714,0.1376139,1.355334,0.5657737,0.7829702,-0.2024678
15.09098,-0.1402541,0.1333272,1.355014,0.5653349,0.782546,-0.2073561
15.10555,-0.1417052,0.1281628,1.354906,0.5645397,0.7821142,-0.2124878
15.12039,-0.1428818,0.1233267,1.354655,0.5649061,0.7807544,-0.2184637
15.13311,-0.1440016,0.118454,1.354627,0.5652551,0.7797281,-0.2238422
15.14625,-0.1450976,0.1135976,1.35456,0.5646747,0.7791116,-0.2301112
15.16109,-0.1461018,0.1088073,1.354584,0.5633958,0.7791857,-0.2357294
15.17503,-0.1471011,0.1040667,1.354576,0.5629405,0.7786167,-0.2409987
15.18961,-0.1481672,0.09934404,1.354755,0.5626913,0.7777448,-0.2465088
15.20296,-0.1493421,0.09448855,1.355036,0.5627577,0.7764874,-0.2523219
15.21659,-0.1505283,0.08983314,1.355232,0.5628104,0.7750962,-0.2581622
15.23017,-0.1517971,0.08528833,1.355367,0.5629655,0.7738332,-0.2629945
15.24467,-0.1529745,0.08090778,1.355569,0.5631914,0.7725017,-0.2675413
15.25964,-0.1541757,0.0766779,1.355776,0.5626534,0.7716857,-0.2718945
15.27154,-0.1553182,0.07242443,1.356106,0.5612004,0.7716203,-0.2761531
15.28593,-0.1565034,0.06814627,1.356499,0.5598052,0.7715327,-0.2804108
15.29988,-0.157701,0.06377937,1.356894,0.5589379,0.7708544,-0.2851678
15.31294,-0.1588373,0.0593088,1.357457,0.5585706,0.769771,-0.2899572
15.32836,-0.1598983,0.05467053,1.358036,0.5581822,0.7685494,-0.2952982
15.3418,-0.1608687,0.05012421,1.358615,0.5583761,0.7671825,-0.3001116
15.35579,-0.1619425,0.04568538,1.359217,0.5585918,0.7657888,-0.3046953
15.3692,-0.1630969,0.0413596,1.359901,0.5583249,0.7645413,-0.3094774
15.38352,-0.1641102,0.0372107,1.360584,0.5589072,0.7631034,-0.3130688
15.39894,-0.1649132,0.03317341,1.361379,0.5589263,0.7623077,-0.3159772
15.41114,-0.1656374,0.02936223,1.362069,0.5574749,0.7628099,-0.318419
15.42561,-0.1663217,0.02553481,1.362934,0.5545801,0.7642912,-0.3209928
15.43986,-0.1670907,0.02154899,1.363897,0.5510662,0.7658058,-0.3246
15.45282,-0.167877,0.01742071,1.36517,0.5484384,0.7661721,-0.3294396
15.46782,-0.1685171,0.01331121,1.366599,0.547003,0.765596,-0.3345352
15.48124,-0.1691345,0.009472847,1.367903,0.5449339,0.7656941,-0.3389273
15.49497,-0.16995,0.005795956,1.368958,0.5414153,0.7666696,-0.343158
15.50837,-0.1706592,0.002288789,1.37007,0.5382627,0.7675698,-0.3466387
15.5231,-0.1712869,-0.001099408,1.371477,0.5349956,0.7685418,-0.3500085
15.53792,-0.1716553,-0.004526407,1.373206,0.5318704,0.7692642,-0.3536001
15.55031,-0.1715029,-0.007871807,1.375109,0.5282288,0.7703822,-0.3569448
15.56521,-0.171025,-0.01143181,1.377183,0.5221853,0.7731735,-0.359883
15.57866,-0.1705807,-0.01515079,1.379411,0.5154915,0.7751898,-0.3648431
15.5921,-0.169981,-0.01912355,1.381972,0.5092829,0.7753384,-0.3722695
15.60733,-0.1696497,-0.02265668,1.384882,0.5061952,0.7750877,-0.375574
15.62061,-0.1693531,-0.02658322,1.387599,0.5050504,0.7727321,-0.380261
15.63462,-0.1689104,-0.03027532,1.390156,0.5024221,0.7711217,-0.3850352
15.64798,-0.1685588,-0.0338116,1.39248,0.4992408,0.7702711,-0.3886681
15.66253,-0.1679496,-0.03728464,1.394941,0.4960706,0.7697855,-0.3913666
15.67791,-0.1669869,-0.04111451,1.397271,0.4925023,0.7684531,-0.3961456
15.68982,-0.1658176,-0.04426342,1.400161,0.4898573,0.7687555,-0.3950506
15.70421,-0.1646111,-0.04796031,1.403112,0.4860832,0.7678594,-0.3973276
